id,date,user,pc,activity
{X7U1-L6KD59KA-4185NJRZ},04/27/2010 09:22:41,BJP0134,PC-0898,Connect
{T0Z1-B1TK97DG-3887ZNCF},12/18/2010 14:58:29,LBH0942,PC-3640,Disconnect
{K6A3-A6QJ88WM-2735IQIE},06/08/2010 14:06:01,CQH0701,PC-8164,Connect
{K1E1-B4JU14JI-1675MXDY},05/13/2011 15:15:37,EMW0772,PC-6035,Disconnect
{V7T4-O7OH49OH-5415DRUA},12/15/2010 11:45:05,IBB0359,PC-4195,Disconnect
{W1K9-W2VD67BW-4000NQOA},04/05/2011 13:53:04,LCB0664,PC-3196,Connect
{T8W1-D4WC82ND-4772WPZW},10/29/2010 12:32:15,IBB0359,PC-4195,Disconnect
{C3I5-V4UB57EW-0355FWCD},06/23/2010 14:39:27,IJM0776,PC-0198,Disconnect
{A8D3-G8RU48OO-1845UKKW},12/01/2010 17:16:13,HCL0651,PC-8314,Disconnect
{W4D5-N6UE05PK-2411MFER},02/24/2011 09:33:31,DPM0423,PC-2567,Disconnect
{X5N6-G8WA07EF-2801FBIH},01/22/2010 10:12:14,ZKS0899,PC-8517,Disconnect
{K1D9-K4XD38LE-2313WGEP},10/06/2010 15:24:05,BVC0790,PC-0008,Connect
{U5S5-G0PG99AO-6302MHVI},03/29/2011 09:07:23,WIQ0567,PC-6113,Connect
{S0S2-K1KQ49QE-8059GAQD},01/26/2011 12:52:27,THR0873,PC-4804,Disconnect
{U1O5-U3RO23EY-6542BRCI},06/29/2010 15:15:15,VIA0063,PC-2684,Disconnect
{V5G1-F8DM27PY-5668JJCK},08/06/2010 13:47:59,KKW0879,PC-2531,Disconnect
{P3D1-E8SM17WV-9871DJPQ},04/14/2011 09:02:21,AJF0370,PC-3469,Connect
{H9X2-H2SI31UL-6729SAFU},07/22/2010 12:49:05,ABC0174,PC-5156,Connect
{L7W1-W7AQ12SV-9969EWUE},02/02/2010 11:47:52,RSC0089,PC-9929,Disconnect
{F6L8-H9RP99RT-4459FPPQ},02/14/2011 17:34:15,SBN0866,PC-8714,Disconnect
{G5L1-Q1BW20GQ-2476ZLKV},09/27/2010 09:41:25,MVB0515,PC-3476,Connect
{V9M7-A0CT42WG-6203SQNL},07/13/2010 12:55:11,CTA0020,PC-3118,Disconnect
{O3I4-U0CN09HI-8585NKKC},10/06/2010 11:38:29,JCG0316,PC-9245,Connect
{F4B9-I3IX55ZJ-3785MWLC},08/23/2010 09:20:02,MOH0273,PC-6699,Connect
{N3M1-W0AI42XE-1678JSOL},04/08/2011 14:08:44,MBJ0312,PC-5250,Connect
{K8P9-H7ZV88YJ-2112NZEW},03/30/2010 09:57:02,HRL0540,PC-1117,Disconnect
{I0O5-M1IC24BD-7098DVSQ},05/17/2010 14:26:44,NOB0181,PC-3446,Connect
{L5X7-A8PH25UT-9058YIXA},03/25/2010 16:06:57,BSS0369,PC-3672,Disconnect
{B4Q9-T2PG24ZY-7356QTPZ},03/11/2011 12:05:49,QRM0739,PC-7343,Disconnect
{R3U6-X7KL24ZI-1075KKIH},01/07/2011 09:56:13,VTT0385,PC-5027,Connect
{K9V0-T0VP75II-3593NHBN},08/30/2010 13:05:52,LCB0664,PC-3196,Disconnect
{O2Z8-O2JR22YP-5590XOVW},12/10/2010 14:30:50,XWD0923,PC-1637,Disconnect
{M8B1-N2GF91MQ-2144VCZS},02/10/2011 09:19:11,JDB0169,PC-7502,Connect
{J3X8-I2FI93CP-2098NVVE},03/28/2011 16:21:12,CGB0637,PC-8508,Connect
{X9L3-N8HM86TQ-4945OFRN},02/09/2011 13:37:44,LBH0942,PC-3640,Connect
{Y7U5-T2NZ85UD-0289GXQE},09/01/2010 15:14:41,BJM0111,PC-6866,Disconnect
{H6N4-V3YS33BR-8668SDLK},03/29/2011 15:16:18,MLM0950,PC-9787,Connect
{Z9I1-D3TH61VB-6816IUBI},04/07/2011 09:41:11,BEH0615,PC-9461,Connect
{W0X0-X5LJ28QR-5379YGHD},03/30/2011 23:30:32,IBB0359,PC-4955,Disconnect
{U1E1-Y9EO27SK-0800TUPH},03/02/2010 10:16:48,DLM0051,PC-0166,Connect
{U7D4-S9WX14TY-0740SQYA},03/18/2010 08:01:57,JJH0613,PC-9171,Disconnect
{L4Q9-I3HN45DV-8853EOBG},06/22/2010 11:46:18,HSB0196,PC-8001,Connect
{L3E1-K3BE41HY-8659OEFU},10/04/2010 08:02:31,QRM0739,PC-7343,Connect
{V4Q4-X7NL82AV-0094VSIA},11/14/2010 12:30:04,DLM0051,PC-0166,Connect
{I8K0-R4HG42KP-1706REQO},04/15/2010 09:43:13,KCS0173,PC-5117,Disconnect
{B1K2-N3JV68DA-1446JMZQ},01/29/2010 09:17:19,HWW0436,PC-8391,Connect
{X0S1-H5HR22GX-3365VQPE},01/21/2010 18:57:48,SAA0999,PC-4559,Connect
{I3Y9-R4AU13YM-9333FFMA},03/18/2010 07:08:54,DLM0051,PC-0166,Disconnect
{C7C9-I0DN72XQ-7541TUHA},11/21/2010 12:55:07,BDI0533,PC-5883,Connect
{J0F4-D7AM34ZR-7787HBEP},06/23/2010 16:47:09,ZKS0899,PC-8517,Disconnect
{B6R3-C0EJ58NO-7855HQFH},12/12/2010 10:34:28,BVC0790,PC-0008,Connect
{Z0P2-A5BN94JL-6830IGQP},02/18/2011 08:35:12,CTA0020,PC-3118,Disconnect
{D2R7-B9ZQ54BG-4675FOMS},01/20/2010 16:56:12,BQS0525,PC-0269,Disconnect
{P8B2-W6JS57LL-9362FMIC},09/23/2010 08:49:27,DPM0423,PC-2567,Disconnect
{A6E0-R6OE85IJ-3728JGPS},05/10/2011 09:39:02,RAW0915,PC-2113,Disconnect
{G1Q3-I4QQ57RA-8880QODT},05/14/2010 09:15:46,MOH0273,PC-6699,Connect
{F3O5-D6HQ35AG-9913IFLG},07/19/2010 19:57:01,HRL0540,PC-1117,Connect
{F0R4-G1TR04OW-5772XZXI},01/12/2011 08:06:37,MDM0625,PC-4984,Connect
{R8F5-B8OL25QA-3350XTME},03/29/2010 13:05:07,SAA0999,PC-4559,Connect
{A3Q6-K7LW02GK-9908AAEE},06/10/2010 19:53:13,RHL0992,PC-9040,Connect
{U6K9-G0ZD73SN-8753LJIO},04/01/2010 17:31:28,FFC0891,PC-5843,Disconnect
{Z8Y8-H6FP60BA-7150UPDK},03/08/2011 08:45:19,DAL0673,PC-9156,Connect
{F1Q4-D5QP60YT-7822FBUE},03/20/2010 09:51:08,DLM0051,PC-0166,Disconnect
{X1V9-Q7OT06TZ-2623CEGH},06/02/2010 14:47:05,OBH0499,PC-7989,Disconnect
{M6K4-F4AZ25BP-2412MYZD},02/22/2010 17:13:07,CQW0652,PC-3449,Disconnect
{X0I5-Y3RJ84PW-9725IQPW},05/24/2010 12:52:46,NDM0417,PC-9134,Disconnect
{G3I1-N7XG86ZI-6183LNHE},04/14/2010 12:46:03,HRL0540,PC-1117,Disconnect
{O1B7-K9RN14SR-8939FNRF},11/29/2010 15:03:12,RRP0568,PC-3735,Disconnect
{F9A7-J7TD70FI-9992MMER},01/07/2011 09:44:55,DLM0051,PC-0166,Disconnect
{G2O0-R1TZ74YH-3342PXRU},11/30/2010 20:29:54,HRL0540,PC-1117,Connect
{G5F7-H0TY43OI-5990KQVT},03/03/2010 16:46:28,LCB0664,PC-3196,Disconnect
{Q1G4-X7GU31XF-0908XDBZ},12/14/2010 15:09:08,GZC0735,PC-8219,Disconnect
{O1O9-S7RO97WC-7053LRGT},09/10/2010 09:16:32,SGM0021,PC-1528,Connect
{E4T9-A1XM81RD-6794VAWU},03/22/2010 17:42:10,CCL0068,PC-7699,Disconnect
{B5V7-G4BJ95BI-9163VXDS},01/25/2011 15:08:54,BDI0533,PC-5883,Connect
{A9N8-H8EX59SC-2376OEBO},01/15/2010 08:54:49,RMW0542,PC-7543,Disconnect
{P9E2-N2MZ69FH-8403JNTZ},01/21/2010 09:28:35,DBB0384,PC-4243,Disconnect
{J2W1-M5NL98GS-0831FBIY},09/13/2010 09:55:24,RNP0211,PC-1736,Connect
{Q6E5-M5BP41NI-2597VYLT},07/08/2010 16:29:17,WIF0691,PC-6390,Disconnect
{E0I4-I7UU27JT-5156WTTV},03/05/2011 15:46:50,BRB0355,PC-9896,Connect
{H8K8-M0QA45MB-3343GOID},08/17/2010 09:16:26,LBH0942,PC-3640,Connect
{B1Q9-I0UB33MC-8241GRLP},09/17/2010 10:24:41,SAA0999,PC-4559,Disconnect
{K6U7-M4FS31BC-3168RTDO},05/14/2010 14:27:22,IIW0249,PC-0843,Disconnect
{V2S8-U3SZ10RA-7547WOXT},05/06/2010 14:03:38,OBH0499,PC-7989,Connect
{S4T8-O5BC47CU-1472GRIF},02/16/2011 20:41:19,CGB0637,PC-8508,Disconnect
{M9Q6-F3EH99TK-0070FRCC},04/26/2011 17:01:25,SAA0999,PC-4559,Connect
{M1A4-F8IK18KP-7429WTSL},07/21/2010 09:19:16,AVM0947,PC-0285,Connect
{T9C3-J2HJ70PR-6837LXXP},01/12/2010 17:01:41,BRM0995,PC-0768,Connect
{X4Y6-U9ZN27EI-5190CFYM},07/16/2010 15:12:23,MLL0598,PC-0189,Connect
{W7E3-Z5QL34RE-1834ESJN},10/18/2010 10:57:05,AVM0947,PC-0285,Connect
{X0W0-G4ID61ZJ-6056CNIB},05/11/2011 11:35:52,DLM0051,PC-0166,Connect
{X8W8-U9TD41RV-9120DKFV},03/24/2010 11:02:23,DIW0118,PC-0174,Connect
{L1A9-V6JQ49LK-4070USVO},01/29/2010 14:27:58,IKR0401,PC-6741,Disconnect
{M2J1-E8WL93WN-1111VJVD},05/17/2010 08:02:06,RNP0211,PC-1736,Connect
{J7H2-M5BI03TT-6566UABI},01/07/2011 08:27:15,VTT0385,PC-5027,Connect
{Q6S8-L6JD69KD-6984NSPC},04/21/2011 20:32:00,HRL0540,PC-1117,Connect
{H9S6-R3YB93EK-0052VAXS},10/04/2010 15:53:58,JDF0593,PC-6301,Connect
{H9W2-J9JX86GX-1243KNIJ},01/04/2010 07:52:50,AJF0370,PC-6956,Connect
{V3R2-I4EG44PZ-7956PTWH},08/23/2010 09:17:35,BEH0615,PC-9461,Connect
{Y1V0-P8TO47MD-5791GHQS},04/22/2010 15:41:34,DPM0423,PC-2567,Disconnect
{E1Z9-B8YH54NG-4428NSPV},05/05/2011 17:11:27,JNJ0556,PC-0576,Disconnect
{T2N4-X9FL66JF-4761UHEX},02/22/2010 09:29:22,RUM0880,PC-8592,Disconnect
{Y2F3-J7XN64CL-1250SOFF},06/06/2010 14:44:30,LBH0942,PC-3640,Disconnect
{X3S0-O4CL66CY-3439UWUS},08/24/2010 14:24:31,JDB0169,PC-7502,Connect
{G8M9-Y1ZF45AW-4959VNMZ},10/23/2010 15:56:04,LBH0942,PC-3640,Disconnect
{E5J5-O7DI35HB-3767KARC},12/15/2010 06:21:05,HDS0367,PC-6056,Connect
{U0C0-R5QK25QJ-9565HFVD},01/31/2011 12:20:57,RNP0211,PC-1736,Connect
{N8L2-E4RX69AT-6996EXZK},03/01/2010 12:53:45,MOH0273,PC-6699,Disconnect
{Y9J7-P2XY32KG-8057THAO},05/14/2010 12:45:24,LBH0942,PC-3640,Connect
{X8N8-C9VN13HH-1145LDFZ},09/03/2010 09:20:40,JDF0593,PC-6301,Connect
{C1N5-N5KT74WC-7179VDMS},05/07/2010 14:32:53,AVM0947,PC-0285,Disconnect
{O3I9-E1BO90VW-0487TBAU},11/03/2010 09:37:58,RUM0880,PC-8592,Disconnect
{G8M1-U2UA66GP-9925AZCM},04/29/2010 17:16:28,KKW0879,PC-2531,Disconnect
{O0I4-O3SF93GI-6192HBGM},06/29/2010 15:21:15,LRR0148,PC-4275,Disconnect
{Z6I2-E3WM84SS-2971GTSV},01/06/2010 09:20:55,MVB0515,PC-3476,Disconnect
{S2N2-Q6BQ77IK-6718GPRR},04/29/2011 22:36:17,BAL0044,PC-7502,Connect
{K2C2-R2RV03UB-9345RPPW},12/16/2010 11:52:39,ZKS0899,PC-8517,Disconnect
{U5Y0-D4AL56ZF-2278KMUX},10/14/2010 13:20:56,IIW0249,PC-0843,Connect
{D5G4-Y8VV87YP-5434CQIQ},01/12/2010 13:11:40,JJM0203,PC-0148,Connect
{J6X8-J8UW90PQ-4417LSDV},01/22/2010 11:57:21,ZKS0899,PC-8517,Connect
{P2M0-B8FI36AS-8250GQML},10/15/2010 17:35:59,IKR0401,PC-6741,Disconnect
{B4R6-X1XQ16RR-9368BTGW},07/14/2010 09:09:25,RSC0089,PC-9929,Disconnect
{N1O7-U1LE88BX-4830ZHPD},03/22/2011 08:20:49,MOH0273,PC-6699,Connect
{Z6N4-W7DP08IR-0333VDFU},02/01/2010 11:18:00,RNP0211,PC-1736,Connect
{X9P8-C1GE12TY-2831GYWF},01/27/2011 11:03:55,RAW0915,PC-2113,Connect
{M7B8-S0HO30OJ-7541IDQB},11/10/2010 11:13:30,IBB0359,PC-4195,Disconnect
{A2N1-V1DZ69BF-4695EWEG},10/27/2010 13:10:00,CQW0652,PC-3449,Connect
{I7V4-H8WY65CN-5126TVJJ},04/19/2011 11:51:31,CTA0020,PC-3118,Connect
{P8L8-B3VH20CS-4959YMBN},05/12/2011 10:05:02,HAH0760,PC-1038,Connect
{V2Y1-J4WI26NO-4250GZPJ},04/16/2010 10:05:45,BJP0134,PC-0898,Connect
{H0S2-W7ZP53XB-6757JASP},09/30/2010 12:06:57,VTT0385,PC-5027,Connect
{V0N7-D9PM31RW-0591RMZG},01/05/2010 17:01:32,KKW0879,PC-2531,Disconnect
{T8P3-T4TL87GS-2697OQUD},08/10/2010 08:27:11,RMW0542,PC-7543,Connect
{V5S5-I0DT28TJ-9015ZWKS},08/23/2010 14:04:54,MOH0273,PC-6699,Connect
{P3O2-N7ZQ16FO-6055DBEJ},06/01/2010 15:13:44,JDF0593,PC-6301,Connect
{O0N1-T9XC43HL-4840LFMT},02/15/2010 15:38:23,RHO0732,PC-6232,Disconnect
{D2G2-Y5PA13PO-6770MRFO},01/18/2011 11:56:37,QRM0739,PC-7343,Connect
{Q9R0-N8TI75NK-0901LAMC},09/07/2010 15:41:57,LBF0214,PC-3819,Disconnect
{N7F4-Q7CH74TV-4185EIRG},04/01/2010 07:52:36,DLM0051,PC-0166,Connect
{Y1X7-Z0DU13UM-3054PTPR},04/09/2010 15:55:03,LJT0817,PC-3120,Connect
{R4G4-Y6TW70ET-1330VHAB},04/08/2010 15:52:28,LOM0086,PC-9087,Disconnect
{T1H6-C1XH25EX-7282GMXA},02/08/2010 12:33:12,CHM0821,PC-7933,Connect
{X2D7-V1EY93AB-9271SXFK},09/14/2010 18:16:22,MDH0580,PC-4579,Disconnect
{C6L8-L0HJ97RC-8994LAHL},01/25/2010 13:35:33,MLM0950,PC-9787,Disconnect
{N0Q7-I0VB87GY-4531AUAR},10/01/2010 17:21:30,RDT0424,PC-3742,Disconnect
{B7F2-H9WJ01PJ-3760VATX},03/23/2011 17:34:45,BRM0995,PC-0768,Connect
{Q1K2-U3ZN53WD-3885PTQW},04/27/2011 13:50:53,JBD0616,PC-1479,Disconnect
{L3R8-K8HV93HX-9713BEET},04/07/2011 08:32:57,DLM0051,PC-0166,Disconnect
{G5K3-W7KO43DW-1682EWBO},12/06/2010 10:35:45,SAA0999,PC-4559,Connect
{J5A2-F1NR97SY-5823RKSN},01/31/2011 14:56:24,KKW0879,PC-2531,Connect
{M5B2-M5NN47BS-6350ZCMY},10/20/2010 09:15:30,KCO0122,PC-9174,Connect
{C7H4-A5LH54WZ-2719ISIR},06/16/2010 13:15:51,JBD0616,PC-1479,Disconnect
{M3J0-T2QG22DE-9127GBGR},09/10/2010 09:41:34,BRB0355,PC-9896,Disconnect
{S2S6-P3WH06RS-9733ZDUG},04/14/2011 08:47:40,CFM0767,PC-4259,Disconnect
{D6K8-T7YC78SP-1337FYOT},02/24/2010 18:29:25,IBS0836,PC-6382,Connect
{U9F7-E0GM91BK-4655CVAN},11/08/2010 15:24:59,ZKS0899,PC-8517,Disconnect
{C7B9-Q4FY95GK-5289WRIF},10/04/2010 07:47:04,AIB0948,PC-8245,Disconnect
{W1A9-X9CX54TM-3476XTFQ},03/07/2011 08:12:18,RSC0089,PC-9929,Disconnect
{B0K0-B8LJ21LJ-8591CEFM},01/07/2011 08:35:43,DLM0051,PC-0166,Connect
{H8Y8-Z8ME41AC-9316OMQE},04/27/2011 11:48:33,BJP0134,PC-0898,Disconnect
{Y2F5-E1UM34YD-1908RONA},01/26/2011 09:15:12,BJP0134,PC-0898,Connect
{I5G5-O4HR16FF-0574SRMU},01/21/2010 08:39:49,AJF0370,PC-8651,Disconnect
{C8N9-X6QC49ZP-3031FQZZ},04/16/2010 10:40:12,ESR0693,PC-8863,Connect
{Q3B2-Z5OR94EM-9621ARAO},11/09/2010 11:41:33,AJN0607,PC-8303,Disconnect
{Y9Y4-Y2RE64QP-0897NMXS},03/25/2010 08:19:11,DBB0384,PC-4243,Disconnect
{U0G8-V8UL16KJ-9854VMFQ},11/15/2010 11:14:24,WIF0691,PC-6390,Connect
{K7V9-F3PP17RR-1765CSWW},10/28/2010 13:21:48,ZKS0899,PC-8517,Disconnect
{F4T6-H1TN81TQ-6291SMYV},10/11/2010 13:55:40,JDB0169,PC-7502,Connect
{X9P0-A6UI42WB-3045BGBD},11/16/2010 14:23:38,CAB0614,PC-6638,Connect
{R2H4-Q0VQ96EN-8209AXNK},12/01/2010 12:06:24,CEJ0109,PC-6980,Disconnect
{T9E4-A5LX95LS-7847FFYQ},02/23/2010 22:32:41,MOS0047,PC-5673,Connect
{J0Q0-J3NS26JI-6231AOLS},02/11/2010 12:17:16,BJM0111,PC-6866,Connect
{X8F7-G7PW19IT-6380CFNW},05/21/2010 15:21:30,HCS0003,PC-3054,Connect
{W7K9-G0YQ44WK-2515PJLD},02/21/2011 12:15:50,VIA0063,PC-2684,Disconnect
{B6C0-S2TJ03UK-2952JIZI},04/21/2010 03:25:43,MOS0047,PC-2582,Disconnect
{B1N2-A2RO50BG-5487XZKY},01/13/2011 13:07:21,SMY0792,PC-5923,Connect
{B4E3-J0JR75IS-8055EMNH},10/19/2010 10:38:20,RSC0089,PC-9929,Disconnect
{H5F5-X5DD74MT-7503WAGX},07/08/2010 15:33:09,HAD0246,PC-0926,Connect
{X1X4-D8CX53PH-8149SBYM},04/23/2010 13:20:14,RSC0089,PC-9929,Disconnect
{R3O5-M0RV82UH-9998JPOI},06/29/2010 16:06:10,BMT0528,PC-0202,Connect
{U7L8-T1GA49XY-2516BDHS},02/24/2010 12:29:08,IBB0696,PC-4289,Disconnect
{I1P1-L4AI66HM-3892WXFR},11/24/2010 14:38:49,MKW0441,PC-1795,Disconnect
{V9M8-A7KK16SR-8636UPXO},05/28/2010 15:07:13,JDF0593,PC-6301,Connect
{N6C0-H7MN43IN-6795WUUW},06/18/2010 15:00:36,DPM0423,PC-2567,Disconnect
{J6F5-R0VF58OV-1129TILL},05/13/2011 11:47:50,UAD0771,PC-2499,Connect
{R7S0-G6QO05ZI-7163YPYU},03/04/2011 08:01:29,AIB0948,PC-8245,Disconnect
{F2L7-L5RS02FI-1162EQYP},08/02/2010 11:56:14,BDI0533,PC-5883,Connect
{F6V3-E1TX06IQ-8258PREJ},01/11/2010 17:00:59,CTA0020,PC-3118,Disconnect
{H8J0-T3ON52DY-7706TTZB},05/05/2010 10:23:22,OBH0499,PC-7989,Connect
{R0V2-H9SZ49TW-4894XYRP},02/16/2011 14:57:54,BTR0403,PC-8277,Connect
{M1Q4-I5JW88IS-8577XQKT},01/21/2011 15:15:39,IBB0359,PC-4195,Connect
{V1T1-J0YA85HF-8708LMHO},12/20/2010 10:58:07,HRL0540,PC-1117,Connect
{R1K1-Y3CX84XN-9766TSXE},01/04/2011 15:37:39,DPM0423,PC-2567,Disconnect
{S0J9-W4TL00ZC-2756YLTG},01/07/2011 21:46:07,CLB0774,PC-7029,Disconnect
{I2O1-Q2AC74GC-8695LYMX},08/31/2010 15:20:22,MDM0625,PC-4984,Connect
{C9I5-M9EJ23QO-4994SEIM},04/12/2010 15:23:15,BRM0995,PC-0768,Disconnect
{S1B2-N2VJ03AF-1621ATSW},01/15/2010 16:28:56,KWE0082,PC-1933,Connect
{E8K5-X2ZC22VK-6717SODS},12/12/2010 12:05:16,LBH0942,PC-3640,Disconnect
{E6U2-B7RJ84PO-6020VUVA},08/24/2010 08:51:22,CLB0774,PC-7029,Connect
{I3N5-N7AE45HY-1550LRMN},03/12/2010 16:17:10,DPM0423,PC-2567,Disconnect
{O8S2-S8PW76LS-0472BLCV},07/30/2010 11:51:13,PSF0133,PC-4925,Disconnect
{U5C8-C8JY78DW-5763TXSJ},12/17/2010 12:39:34,JNJ0556,PC-0576,Connect
{U6X7-K5JY78EM-0214PUEB},10/22/2010 10:28:53,RNP0211,PC-1736,Disconnect
{Q3Y8-M3MZ29UN-9150PSYE},11/29/2010 13:04:05,AKR0057,PC-2879,Disconnect
{P5O6-N1ES14AJ-4112BDGH},03/16/2010 11:08:55,OBH0499,PC-7989,Connect
{U7L8-D5PG14TZ-4744FYSC},01/04/2011 14:53:16,LCB0664,PC-3196,Connect
{D0Y6-U4HF92OK-9754JHYC},10/04/2010 09:54:53,HRB0351,PC-0697,Disconnect
{E5V7-K0MT63CP-1348JOAS},03/07/2010 10:49:05,HSB0196,PC-8001,Disconnect
{R8Q6-Z2QF29CM-8311FCCE},03/30/2010 17:02:55,BRM0995,PC-0768,Connect
{Z4Q0-C5MQ17DZ-3808LBAQ},04/05/2010 11:28:33,GZC0735,PC-8219,Disconnect
{U5N0-V8CJ49LG-5151DRWR},07/28/2010 14:59:02,DLM0051,PC-0166,Disconnect
{X5L3-K7VQ39HO-2871KHJJ},11/22/2010 17:45:05,JNJ0556,PC-0576,Connect
{U6U6-S4CD37TK-6932BZQQ},06/04/2010 09:58:45,BJM0111,PC-6866,Disconnect
{T6P9-P3WU59QT-6059ADAE},10/14/2010 14:19:25,DLM0051,PC-0166,Disconnect
{Q6Y5-H5QM32BJ-4318BZOH},12/25/2010 08:54:57,IIW0249,PC-0843,Disconnect
{S0U8-X1OA18WY-2579XOEG},06/24/2010 14:07:13,HSB0196,PC-8001,Connect
{L9L7-Z7ED80YG-9790HWOP},02/03/2010 16:52:02,BQS0525,PC-0269,Disconnect
{V5E9-O3EX69HO-7878LVOG},01/17/2010 09:06:07,AJF0370,PC-8651,Connect
{F4C3-J4FF36PT-9842TOSS},06/16/2010 17:31:10,MLL0598,PC-0189,Disconnect
{X7P2-Y0MA69ZI-0393MQIC},01/15/2010 15:21:04,NWT0098,PC-4667,Connect
{L3T7-A1YC71UE-6221FPCQ},12/30/2010 15:48:05,BJP0134,PC-0898,Disconnect
{O8V2-I0FC25BS-1684SXRM},08/24/2010 16:27:48,HCS0003,PC-3054,Connect
{T4J1-L1EJ98VR-9397IZFU},01/12/2011 11:05:05,IBB0359,PC-4195,Disconnect
{S4E9-Y6QS41MX-3390HZAD},04/09/2010 13:55:17,SAA0999,PC-4559,Disconnect
{Z6U5-G8WZ13DV-4153RTQU},02/02/2011 12:47:24,DPM0423,PC-2567,Disconnect
{N6N7-Y5CV76PV-8140MLLJ},04/14/2010 17:32:24,VMJ0546,PC-9000,Disconnect
{K1C1-J7NS46MJ-6274IYYC},06/29/2010 15:57:28,RSC0089,PC-9929,Connect
{L5K6-I6VU31SW-5823FRGL},12/28/2010 12:05:46,MDM0625,PC-4984,Connect
{L2B3-F6RC17KJ-8008QQBS},10/01/2010 14:01:22,SAA0999,PC-4559,Disconnect
{Y7Q3-V1UK28EM-6378WWIK},04/01/2010 12:15:40,VMJ0546,PC-9000,Connect
{B1S3-T6LJ17NX-1475JQPB},11/10/2010 15:12:05,SGM0021,PC-1528,Disconnect
{G3W8-J4MD56VE-8006ZSGZ},08/12/2010 13:25:44,ZKS0899,PC-8517,Connect
{B2A6-F2PJ82LJ-8092ZWOQ},02/12/2010 09:14:16,BQS0525,PC-0269,Disconnect
{N7A3-Q2KN53IV-2038EQHZ},01/10/2011 12:09:16,BJP0134,PC-0898,Disconnect
{S0W5-D4OT66KC-8991SSTR},01/25/2010 16:07:01,RRP0568,PC-3735,Connect
{T3H1-Q9ST92ZU-7801IIHR},07/19/2010 13:55:31,AVM0947,PC-0285,Connect
{Z1H0-G1XZ96YI-7848DGUX},01/11/2010 08:39:50,VTT0385,PC-5027,Connect
{O4K5-D4FR69AQ-5783LENN},03/02/2010 15:34:27,ZKS0899,PC-8517,Disconnect
{Q1M5-X8ET81IR-0550XGFI},03/23/2011 13:06:33,MLL0598,PC-0189,Disconnect
{Y0X0-G2IS62TH-4938EPCM},02/23/2010 08:43:55,RHO0732,PC-6232,Disconnect
{Z6X2-B2MX76IY-3643WDWL},10/08/2010 10:23:48,WIF0691,PC-6390,Connect
{O8B6-S6QV56HB-4699BRXB},04/27/2010 10:02:03,GTD0219,PC-6425,Disconnect
{J1X9-K7CD74TS-0046NOAM},12/17/2010 14:02:57,CFM0767,PC-4259,Disconnect
{E7A1-F1MG98BJ-7189FURW},06/23/2010 14:34:55,SNC0187,PC-4753,Connect
{L2Z5-E5XN21XB-9253CIXN},03/24/2010 13:04:35,MOH0273,PC-6699,Disconnect
{V9F3-Y6PH21VA-8019LVVW},03/04/2010 11:50:46,AJH0175,PC-3815,Connect
{W7R3-C4NH26AN-9506ONTR},04/26/2011 13:15:01,CTA0020,PC-3118,Connect
{L3P5-F0EY46TX-4641SMDY},01/08/2010 14:56:56,MPM0220,PC-2344,Connect
{Q2O4-L5WP26GG-8243HNFE},05/28/2010 14:39:21,BDI0533,PC-5883,Connect
{E4E0-Q8XK69OO-9601IKRX},05/20/2010 09:48:28,AIP0982,PC-3733,Connect
{F8W6-E9DE10WR-3387PIBK},05/11/2010 18:54:28,CAM0681,PC-4953,Disconnect
{L0H7-G9BB78HX-8435HWGP},10/13/2010 16:51:33,MLL0598,PC-0189,Connect
{S9U7-O6PW87DL-2496OTZE},12/02/2010 14:49:39,IJM0444,PC-8734,Disconnect
{C7A4-K6BW92LX-8822UIQC},08/04/2010 11:49:20,MLM0950,PC-9787,Connect
{N4X1-D0CO55XD-7158YTPP},07/03/2010 13:23:14,LBH0942,PC-3640,Disconnect
{H6D3-L6VZ42GY-9734UMUP},03/17/2011 14:39:19,LBH0942,PC-3640,Connect
{A1O5-Z2TR21ZF-6164AAUZ},06/15/2010 17:34:54,IKP0472,PC-3842,Disconnect
{F9N5-W8VN75JW-7254EQGF},06/02/2010 16:05:37,CTA0020,PC-3118,Disconnect
{Y7E7-P1TX46MJ-1202IZGQ},12/22/2010 15:17:59,VIA0063,PC-2684,Connect
{C0G0-I2OR14PT-5441NOIP},01/21/2011 13:17:17,IIW0249,PC-0843,Disconnect
{J6K5-Y6AN47WM-6659MYWI},02/24/2010 15:18:06,RSM0277,PC-2930,Connect
{Q2H6-D3KK40KH-9377TYWZ},05/12/2010 16:02:18,DBB0384,PC-4243,Disconnect
{N6J5-E8HO59AU-2475JKCD},12/16/2010 11:36:27,RSC0089,PC-9929,Connect
{R4M9-P9XX54XZ-4856KCHI},03/09/2011 13:00:30,DBB0384,PC-4243,Connect
{F6A6-A4MU58TQ-5714FFTX},12/06/2010 11:40:09,MKW0441,PC-1795,Connect
{A9V3-G3QX02KZ-2375OQIG},08/20/2010 12:09:36,MOH0273,PC-6699,Connect
{U6U9-Y2QX38JL-9613BXEH},01/29/2010 08:19:00,DIW0118,PC-0174,Connect
{B7D7-J0JW32RL-8999PHVA},07/08/2010 11:38:47,BSS0369,PC-3672,Disconnect
{O0A2-D6BL88TX-8400IZXK},02/09/2010 14:18:39,LCB0664,PC-3196,Connect
{N0T6-U7NF73XN-9693WVRU},03/01/2010 11:21:06,BJM0111,PC-6866,Disconnect
